FID,IID,POP,SEX,AGE,TIME,EXP,related,related_exclude,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,train,y,ybin
0,HGDP00746,MID,0,51.0,-0.19052965584574083,-0.11181163804033399,true,true,-0.049993,-0.20763,0.022993,0.059651,0.00047843,-0.00075878,0.11687,0.033598,-0.0015401,-0.016566,true,2.081079128582295,0
0,HGDP00746,MID,0,52.0,0.00947034415425918,1.3335423510687934,true,true,-0.049993,-0.20763,0.022993,0.059651,0.00047843,-0.00075878,0.11687,0.033598,-0.0015401,-0.016566,true,3.341554256612582,0
0,HGDP00746,MID,0,53.0,0.2094703441542592,1.1980309737990908,true,true,-0.049993,-0.20763,0.022993,0.059651,0.00047843,-0.00075878,0.11687,0.033598,-0.0015401,-0.016566,true,2.081716839896475,0
0,HGDP00607,MID,0,51.0,-0.19052965584574083,0.23452540065141417,false,false,-0.042972,-0.20488,0.025603,0.06744,0.0025208,-0.0024396,0.21118,0.06216,-0.0056653,-0.018609,true,5.401837444437474,1
0,HGDP00607,MID,0,54.0,0.4094703441542592,0.4475344226322148,false,false,-0.042972,-0.20488,0.025603,0.06744,0.0025208,-0.0024396,0.21118,0.06216,-0.0056653,-0.018609,true,4.8647872570501915,0
0,HGDP00780,EAS,1,50.0,-0.39052965584574084,-0.8811233541351415,false,false,-0.19703,0.30779,0.026505,0.07793,0.018324,0.0033104,0.0059711,-0.028319,-0.0021703,-0.0077829,false,3.879602408359819,0
0,HGDP00854,AMR,0,50.0,-0.39052965584574084,-0.18629976408622134,true,false,-0.18432,0.11701,-0.40401,-0.19609,0.0021483,0.0021135,0.0089594,-0.0055848,-0.0026454,-0.003925,true,2.8303753741946514,0
0,HGDP00854,AMR,0,51.0,-0.19052965584574083,0.2118182799641794,true,false,-0.18432,0.11701,-0.40401,-0.19609,0.0021483,0.0021135,0.0089594,-0.0055848,-0.0026454,-0.003925,true,0.4097636322535252,0
0,HGDP00854,AMR,0,52.0,0.00947034415425918,-0.28401660708595006,true,false,-0.18432,0.11701,-0.40401,-0.19609,0.0021483,0.0021135,0.0089594,-0.0055848,-0.0026454,-0.003925,true,-0.11994026115738354,0
0,HGDP00854,AMR,0,53.0,0.2094703441542592,0.5088373045599357,true,false,-0.18432,0.11701,-0.40401,-0.19609,0.0021483,0.0021135,0.0089594,-0.0055848,-0.0026454,-0.003925,true,1.2325686548667187,0
0,HGDP00854,AMR,0,54.0,0.4094703441542592,0.5748947599261249,true,false,-0.18432,0.11701,-0.40401,-0.19609,0.0021483,0.0021135,0.0089594,-0.0055848,-0.0026454,-0.003925,true,2.2136003084978397,0
0,HGDP00472,AFR,1,55.0,0.6094703441542592,-0.002722652584968563,true,false,0.49268,0.058981,0.0026011,-0.0062481,-0.028462,0.33841,-0.014452,-0.0080873,0.020817,-0.00010347,true,4.395091140398389,0
0,HGDP00472,AFR,1,57.0,1.0094703441542592,-1.7642131944991442,true,false,0.49268,0.058981,0.0026011,-0.0062481,-0.028462,0.33841,-0.014452,-0.0080873,0.020817,-0.00010347,true,3.710215073730365,0
0,HGDP00764,EAS,1,43.0,-1.7905296558457409,0.4960649218504102,false,false,-0.19749,0.30267,0.010309,0.060068,0.0074979,-0.0013908,-0.018504,0.10575,0.0040927,0.03152,true,-1.399305561795758,0
0,HGDP00205,CSA,1,53.0,0.2094703441542592,-0.3776105287927109,false,false,-0.11894,-0.12796,0.083518,-0.096872,0.024822,0.0029004,0.0078426,0.010339,-0.0031002,-0.05609,false,2.343218734182666,0
0,HGDP00205,CSA,1,54.0,0.4094703441542592,-0.6952154653698416,false,false,-0.11894,-0.12796,0.083518,-0.096872,0.024822,0.0029004,0.0078426,0.010339,-0.0031002,-0.05609,false,3.9532908670751983,0
0,HGDP00205,CSA,1,55.0,0.6094703441542592,-0.0979725581785516,false,false,-0.11894,-0.12796,0.083518,-0.096872,0.024822,0.0029004,0.0078426,0.010339,-0.0031002,-0.05609,false,3.502501468989231,0
0,HGDP00205,CSA,1,56.0,0.8094703441542592,0.4005947864494765,false,false,-0.11894,-0.12796,0.083518,-0.096872,0.024822,0.0029004,0.0078426,0.010339,-0.0031002,-0.05609,false,1.6886298320424307,0
0,HGDP01155,EUR,1,50.0,-0.39052965584574084,0.15538167370950384,false,false,-0.11288,-0.24895,-0.0084638,0.090102,-0.010491,0.0046929,0.01916,-0.00090202,0.0046543,0.014722,true,3.9716268167030004,0
0,HGDP00001,CSA,1,48.0,-0.7905296558457409,0.15996337485072157,false,false,-0.097363,-0.15906,0.070855,-0.065688,0.020038,0.012409,0.045006,0.026504,-0.013308,-0.10977,true,0.6259339649766171,0
0,HGDP00671,EUR,1,53.0,0.2094703441542592,0.6937833574627575,false,false,-0.10758,-0.26242,-0.0097705,0.12939,-0.015649,-0.0010854,0.060133,0.0039759,0.0089413,0.07041,false,5.50655677541951,1
0,HGDP00671,EUR,1,54.0,0.4094703441542592,-0.12461242610714035,false,false,-0.10758,-0.26242,-0.0097705,0.12939,-0.015649,-0.0010854,0.060133,0.0039759,0.0089413,0.07041,false,6.007163529036203,1
0,HGDP00663,OCE,0,49.0,-0.5905296558457408,-1.317272238930459,true,false,-0.11307,0.14387,0.10557,-0.097491,-0.53481,-0.032361,0.011773,-0.0076009,-0.002176,-0.010496,true,2.6584496162765126,0
0,HGDP00663,OCE,0,50.0,-0.39052965584574084,-0.8532115617064665,true,false,-0.11307,0.14387,0.10557,-0.097491,-0.53481,-0.032361,0.011773,-0.0076009,-0.002176,-0.010496,true,1.8780709007800316,0
0,HGDP00663,OCE,0,51.0,-0.19052965584574083,-1.8600734098474792,true,false,-0.11307,0.14387,0.10557,-0.097491,-0.53481,-0.032361,0.011773,-0.0076009,-0.002176,-0.010496,true,3.4453662116195938,0
0,HGDP00663,OCE,0,52.0,0.00947034415425918,0.3631389067111564,true,false,-0.11307,0.14387,0.10557,-0.097491,-0.53481,-0.032361,0.011773,-0.0076009,-0.002176,-0.010496,true,3.87857794821877,0
0,HGDP00663,OCE,0,53.0,0.2094703441542592,-1.4277212512599537,true,false,-0.11307,0.14387,0.10557,-0.097491,-0.53481,-0.032361,0.011773,-0.0076009,-0.002176,-0.010496,true,2.1946756635161138,0
0,HGDP00674,EUR,1,44.0,-1.590529655845741,-0.278138871059615,false,false,-0.10886,-0.26594,-0.013366,0.12758,-0.017933,0.00095809,0.066757,0.0017892,0.0084993,0.071692,true,3.4177987672924184,0
0,HGDP00674,EUR,1,47.0,-0.9905296558457408,-2.9613019343456513,false,false,-0.10886,-0.26594,-0.013366,0.12758,-0.017933,0.00095809,0.066757,0.0017892,0.0084993,0.071692,true,-0.3870636577222334,0
0,HGDP00662,OCE,1,53.0,0.2094703441542592,0.7194534359222616,true,false,-0.1131,0.15286,0.10474,-0.085785,-0.5045,-0.02307,0.014354,-0.011733,-0.0070857,-0.013339,true,1.9565213829818033,0
0,HGDP00669,EUR,0,50.0,-0.39052965584574084,-0.7732399869870771,false,false,-0.10915,-0.26333,-0.011957,0.12634,-0.014537,-0.00025067,0.064517,0.0010285,0.015182,0.072237,true,4.4660306585009515,0
0,HGDP00669,EUR,0,53.0,0.2094703441542592,1.0356001075105739,false,false,-0.10915,-0.26333,-0.011957,0.12634,-0.014537,-0.00025067,0.064517,0.0010285,0.015182,0.072237,true,2.979144387557491,0
0,HGDP00669,EUR,0,54.0,0.4094703441542592,-3.088825349857658,false,false,-0.10915,-0.26333,-0.011957,0.12634,-0.014537,-0.00025067,0.064517,0.0010285,0.015182,0.072237,true,0.7791166966317933,0
0,HGDP00677,MID,1,50.0,-0.39052965584574084,1.6942233798724777,false,false,-0.059331,-0.21062,0.023967,0.05174,0.0034357,-0.0016363,0.13506,0.038241,-0.005246,-0.031362,false,4.849634614467639,0
0,HGDP00677,MID,1,52.0,0.00947034415425918,0.5370339111409715,false,false,-0.059331,-0.21062,0.023967,0.05174,0.0034357,-0.0016363,0.13506,0.038241,-0.005246,-0.031362,false,4.254339331264185,0
0,HGDP00672,EUR,0,58.0,1.2094703441542591,0.2592197099987684,false,false,-0.10907,-0.25934,-0.0091111,0.1242,-0.011248,-0.0019918,0.062626,0.0017297,0.010703,0.06922,true,6.836864010952806,1
0,HGDP00672,EUR,0,59.0,1.409470344154259,0.3239245813196712,false,false,-0.10907,-0.25934,-0.0091111,0.1242,-0.011248,-0.0019918,0.062626,0.0017297,0.010703,0.06922,true,7.574033144450387,1
0,HGDP00672,EUR,0,60.0,1.6094703441542593,1.2292631916530068,false,false,-0.10907,-0.25934,-0.0091111,0.1242,-0.011248,-0.0019918,0.062626,0.0017297,0.010703,0.06922,true,6.885114576012593,1
0,HGDP00680,MID,0,45.0,-1.3905296558457407,0.527683412036936,false,false,-0.036922,-0.20101,0.02471,0.055636,0.0024534,-0.00067659,0.12887,0.036294,-0.0025402,-0.015106,true,1.7173002838931326,0
0,HGDP00664,OCE,0,55.0,0.6094703441542592,-0.9967021972586823,false,false,-0.11948,0.14806,0.10397,-0.095517,-0.51951,-0.030115,0.013682,-0.0053785,-0.0023459,-0.011977,false,4.647134848880348,0
0,HGDP00664,OCE,0,56.0,0.8094703441542592,-0.6938422486625041,false,false,-0.11948,0.14806,0.10397,-0.095517,-0.51951,-0.030115,0.013682,-0.0053785,-0.0023459,-0.011977,false,3.962541957534376,0
0,HGDP00664,OCE,0,58.0,1.2094703441542591,-0.7940498715504312,false,false,-0.11948,0.14806,0.10397,-0.095517,-0.51951,-0.030115,0.013682,-0.0053785,-0.0023459,-0.011977,false,4.343944435328821,0
0,HGDP00682,MID,0,46.0,-1.1905296558457408,0.19813077343428004,true,false,-0.059537,-0.21089,0.022684,0.056669,-0.00070943,0.0034297,0.1327,0.032686,-0.0030585,-0.024088,true,4.295684225919898,0
0,HGDP00673,EUR,0,51.0,-0.19052965584574083,-0.3393218041046673,false,false,-0.10775,-0.26164,-0.011383,0.12202,-0.0089055,-0.00094172,0.065959,0.0022995,0.012351,0.068797,false,2.3423462253797465,0
0,HGDP00673,EUR,0,52.0,0.00947034415425918,1.2154953064504272,false,false,-0.10775,-0.26164,-0.011383,0.12202,-0.0089055,-0.00094172,0.065959,0.0022995,0.012351,0.068797,false,4.09671574482699,0
0,HGDP00667,EUR,0,41.0,-2.190529655845741,-1.045767791694747,false,false,-0.10726,-0.25792,-0.013357,0.11798,-0.015166,0.00024085,0.051251,-0.0020067,0.008059,0.065661,true,4.128082085154983,0
0,HGDP00667,EUR,0,43.0,-1.7905296558457409,-0.04222216153501245,false,false,-0.10726,-0.25792,-0.013357,0.11798,-0.015166,0.00024085,0.051251,-0.0020067,0.008059,0.065661,true,5.855332502774105,1
0,HGDP00676,MID,1,52.0,0.00947034415425918,-0.5035116539709604,false,false,-0.06316,-0.20848,0.02264,0.057631,0.0027044,-0.0039363,0.12418,0.033535,0.00030952,-0.025401,true,4.226594330243408,0
0,HGDP00676,MID,1,53.0,0.2094703441542592,-1.0168668971394146,false,false,-0.06316,-0.20848,0.02264,0.057631,0.0027044,-0.0039363,0.12418,0.033535,0.00030952,-0.025401,true,6.17671778888233,1
0,HGDP00670,EUR,1,46.0,-1.1905296558457408,-0.9234464310660244,false,false,-0.10841,-0.26455,-0.013946,0.13086,-0.013051,-0.00093897,0.067953,0.0036654,0.011989,0.067485,false,5.529574218984516,1
0,HGDP00670,EUR,1,47.0,-0.9905296558457408,-0.31721309732455516,false,false,-0.10841,-0.26455,-0.013946,0.13086,-0.013051,-0.00093897,0.067953,0.0036654,0.011989,0.067485,false,3.6765772983056326,0
0,HGDP00670,EUR,1,48.0,-0.7905296558457409,2.1656847485234696,false,false,-0.10841,-0.26455,-0.013946,0.13086,-0.013051,-0.00093897,0.067953,0.0036654,0.011989,0.067485,false,2.4714665274825474,0
0,HGDP00670,EUR,1,49.0,-0.5905296558457408,0.3896865396181839,false,false,-0.10841,-0.26455,-0.013946,0.13086,-0.013051,-0.00093897,0.067953,0.0036654,0.011989,0.067485,false,3.347078463890184,0
0,HGDP00670,EUR,1,50.0,-0.39052965584574084,0.8696300808350331,false,false,-0.10841,-0.26455,-0.013946,0.13086,-0.013051,-0.00093897,0.067953,0.0036654,0.011989,0.067485,false,3.182859871784635,0
0,HGDP00675,MID,1,42.0,-1.9905296558457408,-0.18630334154125996,false,false,-0.061749,-0.21542,0.023766,0.057208,0.0036697,-0.0013703,0.13552,0.039134,-0.0079791,-0.025942,true,4.930834822778108,0
0,HGDP00668,EUR,1,57.0,1.0094703441542592,-0.27726274313411536,false,false,-0.10459,-0.25893,-0.01287,0.12471,-0.012928,0.0037514,0.066562,0.005049,0.012549,0.074724,true,5.772895696273691,1
0,HGDP00666,EUR,1,52.0,0.00947034415425918,-0.01518166678709548,false,false,-0.10442,-0.26105,-0.011846,0.12462,-0.014906,-0.0011024,0.06753,0.0039344,0.011157,0.068671,true,5.0871887596488525,0
0,HGDP00666,EUR,1,53.0,0.2094703441542592,0.10312030030945518,false,false,-0.10442,-0.26105,-0.011846,0.12462,-0.014906,-0.0011024,0.06753,0.0039344,0.011157,0.068671,true,7.89843288257106,1
0,HGDP00666,EUR,1,54.0,0.4094703441542592,-0.6523528858342131,false,false,-0.10442,-0.26105,-0.011846,0.12462,-0.014906,-0.0011024,0.06753,0.0039344,0.011157,0.068671,true,8.14041726190101,1
0,HGDP00666,EUR,1,55.0,0.6094703441542592,-0.2701126010725113,false,false,-0.10442,-0.26105,-0.011846,0.12462,-0.014906,-0.0011024,0.06753,0.0039344,0.011157,0.068671,true,6.6621064274241135,1
0,HGDP00666,EUR,1,56.0,0.8094703441542592,1.7721573732270897,false,false,-0.10442,-0.26105,-0.011846,0.12462,-0.014906,-0.0011024,0.06753,0.0039344,0.011157,0.068671,true,6.651890836653336,1
0,HGDP00678,MID,1,50.0,-0.39052965584574084,-0.13057133772365714,true,true,-0.05746,-0.20888,0.021154,0.052976,0.0090133,-8.2468e-5,0.1153,0.030607,-0.0012146,-0.023945,true,2.6310349122599352,0
0,HGDP00678,MID,1,52.0,0.00947034415425918,-0.7165511590271719,true,true,-0.05746,-0.20888,0.021154,0.052976,0.0090133,-8.2468e-5,0.1153,0.030607,-0.0012146,-0.023945,true,4.580680169208277,0
0,HGDP00678,MID,1,53.0,0.2094703441542592,-1.3525942185867745,true,true,-0.05746,-0.20888,0.021154,0.052976,0.0090133,-8.2468e-5,0.1153,0.030607,-0.0012146,-0.023945,true,2.990383095874722,0
0,HGDP00661,OCE,0,48.0,-0.7905296558457409,0.4291731592148965,true,false,-0.11714,0.14946,0.10146,-0.095171,-0.51363,-0.029982,0.013386,-0.0031575,-0.0060934,-0.0090338,true,2.2000729226319367,0
0,HGDP00661,OCE,0,49.0,-0.5905296558457408,-0.685215651567522,true,false,-0.11714,0.14946,0.10146,-0.095171,-0.51363,-0.029982,0.013386,-0.0031575,-0.0060934,-0.0090338,true,3.472491854947589,0
0,HGDP00661,OCE,0,50.0,-0.39052965584574084,0.5212763518208895,true,false,-0.11714,0.14946,0.10146,-0.095171,-0.51363,-0.029982,0.013386,-0.0031575,-0.0060934,-0.0090338,true,2.5927052543302045,0
0,HGDP00661,OCE,0,51.0,-0.19052965584574083,1.092522805456965,true,false,-0.11714,0.14946,0.10146,-0.095171,-0.51363,-0.029982,0.013386,-0.0031575,-0.0060934,-0.0090338,true,3.7172311774563025,0
0,HGDP00661,OCE,0,52.0,0.00947034415425918,0.07021253337498666,true,false,-0.11714,0.14946,0.10146,-0.095171,-0.51363,-0.029982,0.013386,-0.0031575,-0.0060934,-0.0090338,true,4.672731806419172,0
0,HGDP00679,MID,0,49.0,-0.5905296558457408,0.5711143684481801,true,false,-0.063134,-0.21642,0.022324,0.054442,0.0060733,0.00077605,0.13375,0.041342,-0.0069978,-0.026529,true,4.563439558970809,0
0,HGDP00679,MID,0,51.0,-0.19052965584574083,0.26030250763602913,true,false,-0.063134,-0.21642,0.022324,0.054442,0.0060733,0.00077605,0.13375,0.041342,-0.0069978,-0.026529,true,2.0668531869573386,0
0,HG00405,EAS,0,46.0,-1.1905296558457408,0.24757524607389406,false,false,-0.19785,0.31505,0.027551,0.079358,0.011252,-0.0026115,0.0083236,-0.014778,0.0025334,-0.0021556,false,2.473125342918011,0
0,HG00405,EAS,0,47.0,-0.9905296558457408,0.2542930173406647,false,false,-0.19785,0.31505,0.027551,0.079358,0.011252,-0.0026115,0.0083236,-0.014778,0.0025334,-0.0021556,false,6.010176518775422,1
0,HG00405,EAS,0,48.0,-0.7905296558457409,-0.5405750203449452,false,false,-0.19785,0.31505,0.027551,0.079358,0.011252,-0.0026115,0.0083236,-0.014778,0.0025334,-0.0021556,false,2.989142270020218,0
0,HG00405,EAS,0,50.0,-0.39052965584574084,-0.2177367672154889,false,false,-0.19785,0.31505,0.027551,0.079358,0.011252,-0.0026115,0.0083236,-0.014778,0.0025334,-0.0021556,false,5.567500818815904,1
0,HG00408,EAS,0,45.0,-1.3905296558457407,-2.293657047912482,true,true,-0.20027,0.31375,0.030826,0.077845,0.0137,-0.00030315,0.0083872,-0.02027,-0.0013789,-0.0035245,true,4.194065500088398,0
0,HG00408,EAS,0,48.0,-0.7905296558457409,0.5890345011218565,true,true,-0.20027,0.31375,0.030826,0.077845,0.0137,-0.00030315,0.0083872,-0.02027,-0.0013789,-0.0035245,true,1.0136217853369764,0
0,HG00418,EAS,1,47.0,-0.9905296558457408,0.4975645782024943,true,true,-0.19835,0.31099,0.023167,0.075907,0.0079462,0.0010139,0.0039402,-0.0094802,-0.0010673,-0.0025971,true,2.9394404149418962,0
0,HG00420,EAS,1,66.0,2.809470344154259,0.9758838728919255,true,true,-0.20148,0.31022,0.025705,0.077123,0.011333,0.0017941,0.0057495,-0.012298,0.00068635,-0.0032046,true,-0.06927855061498092,0
0,HG00420,EAS,1,67.0,3.009470344154259,0.5375735083785321,true,true,-0.20148,0.31022,0.025705,0.077123,0.011333,0.0017941,0.0057495,-0.012298,0.00068635,-0.0032046,true,-1.4371355165918298,0
0,HG00420,EAS,1,68.0,3.2094703441542594,-1.3653135325581953,true,true,-0.20148,0.31022,0.025705,0.077123,0.011333,0.0017941,0.0057495,-0.012298,0.00068635,-0.0032046,true,-3.6774463898072423,0
0,HG00420,EAS,1,69.0,3.409470344154259,1.1738479788978573,true,true,-0.20148,0.31022,0.025705,0.077123,0.011333,0.0017941,0.0057495,-0.012298,0.00068635,-0.0032046,true,0.40079664280705274,0
0,HG00420,EAS,1,70.0,3.6094703441542593,0.17043472615224936,true,true,-0.20148,0.31022,0.025705,0.077123,0.011333,0.0017941,0.0057495,-0.012298,0.00068635,-0.0032046,true,-2.3484214149377047,0
0,HG00423,EAS,0,59.0,1.409470344154259,-0.7868809832138581,true,true,-0.19874,0.31361,0.029397,0.076708,0.01077,0.0017984,0.0039919,-0.012868,-0.001104,0.00041301,true,4.426669222399372,0
0,HG00427,EAS,1,52.0,0.00947034415425918,1.3819647149439347,true,false,-0.19754,0.31154,0.027431,0.076096,0.0064419,0.0021416,0.0077215,-0.020781,-0.0019337,-0.0062783,true,1.719395897117807,0
0,HG00427,EAS,1,53.0,0.2094703441542592,0.5197100097519527,true,false,-0.19754,0.31154,0.027431,0.076096,0.0064419,0.0021416,0.0077215,-0.020781,-0.0019337,-0.0062783,true,0.7904655456624572,0
0,HG00427,EAS,1,54.0,0.4094703441542592,0.683592372781167,true,false,-0.19754,0.31154,0.027431,0.076096,0.0064419,0.0021416,0.0077215,-0.020781,-0.0019337,-0.0062783,true,0.8797908871244065,0
0,HG00427,EAS,1,55.0,0.6094703441542592,0.38964573877621667,true,false,-0.19754,0.31154,0.027431,0.076096,0.0064419,0.0021416,0.0077215,-0.020781,-0.0019337,-0.0062783,true,2.07744336371708,0
0,HG00427,EAS,1,56.0,0.8094703441542592,0.5534605738026276,true,false,-0.19754,0.31154,0.027431,0.076096,0.0064419,0.0021416,0.0077215,-0.020781,-0.0019337,-0.0062783,true,3.457140270759116,0
0,HG00429,EAS,1,40.0,-2.3905296558457407,-0.2976570975656303,true,true,-0.19798,0.31162,0.02572,0.080174,0.0065882,-0.00042082,0.010353,-0.016666,-0.002985,-0.0032054,true,4.327402233550291,0
0,HG00429,EAS,1,41.0,-2.190529655845741,-0.046491545469479305,true,true,-0.19798,0.31162,0.02572,0.080174,0.0065882,-0.00042082,0.010353,-0.016666,-0.002985,-0.0032054,true,3.878593580133949,0
0,HG00429,EAS,1,42.0,-1.9905296558457408,0.24963918596530915,true,true,-0.19798,0.31162,0.02572,0.080174,0.0065882,-0.00042082,0.010353,-0.016666,-0.002985,-0.0032054,true,4.826736473668521,0
0,HG00429,EAS,1,43.0,-1.7905296558457409,-0.28514232213886037,true,true,-0.19798,0.31162,0.02572,0.080174,0.0065882,-0.00042082,0.010353,-0.016666,-0.002985,-0.0032054,true,3.035364551544152,0
0,HG00429,EAS,1,44.0,-1.590529655845741,0.12243979512533415,true,true,-0.19798,0.31162,0.02572,0.080174,0.0065882,-0.00042082,0.010353,-0.016666,-0.002985,-0.0032054,true,2.7406683268032426,0
0,HG00438,EAS,0,53.0,0.2094703441542592,-0.5311816955195107,true,true,-0.19985,0.31573,0.027894,0.074485,0.010574,0.0014577,0.0059828,-0.014488,-0.0017185,-0.0035894,true,5.174475901151678,1
0,HG00438,EAS,0,55.0,0.6094703441542592,-0.27240404093466214,true,true,-0.19985,0.31573,0.027894,0.074485,0.010574,0.0014577,0.0059828,-0.014488,-0.0017185,-0.0035894,true,3.99710756453682,0
0,HG00438,EAS,0,56.0,0.8094703441542592,-0.8217033188470343,true,true,-0.19985,0.31573,0.027894,0.074485,0.010574,0.0014577,0.0059828,-0.014488,-0.0017185,-0.0035894,true,4.424638921303365,0
0,HG00438,EAS,0,57.0,1.0094703441542592,0.507599083265893,true,true,-0.19985,0.31573,0.027894,0.074485,0.010574,0.0014577,0.0059828,-0.014488,-0.0017185,-0.0035894,true,4.315031774017613,0
0,HG00444,EAS,1,39.0,-2.590529655845741,0.044042813932494755,true,true,-0.19986,0.31208,0.031307,0.07918,0.015074,0.0026514,0.0079385,-0.025933,-0.0038216,-0.005033,true,-0.7834174405590324,0
0,HG00444,EAS,1,42.0,-1.9905296558457408,1.122772257751153,true,true,-0.19986,0.31208,0.031307,0.07918,0.015074,0.0026514,0.0079385,-0.025933,-0.0038216,-0.005033,true,-1.5706957781156037,0
0,HG00447,EAS,0,50.0,-0.39052965584574084,0.05032553782845205,true,true,-0.20107,0.30691,0.026935,0.074337,0.0099629,0.00015265,0.0048377,-0.012227,-0.0014807,-0.0027429,true,1.0856754415154126,0
0,HG00447,EAS,0,52.0,0.00947034415425918,-0.07700303359779688,true,true,-0.20107,0.30691,0.026935,0.074337,0.0099629,0.00015265,0.0048377,-0.012227,-0.0014807,-0.0027429,true,0.37972787081562687,0
0,HG00447,EAS,0,53.0,0.2094703441542592,1.1729524664225355,true,true,-0.20107,0.30691,0.026935,0.074337,0.0099629,0.00015265,0.0048377,-0.012227,-0.0014807,-0.0027429,true,3.4155687586533574,0
0,HG00450,EAS,0,53.0,0.2094703441542592,1.0080826452003715,true,true,-0.20111,0.30961,0.024111,0.073646,0.012353,-0.0022894,0.011399,-0.022088,-0.0022257,-0.0029984,true,4.964320774039381,0
0,HG00450,EAS,0,54.0,0.4094703441542592,1.0413735861235345,true,true,-0.20111,0.30961,0.024111,0.073646,0.012353,-0.0022894,0.011399,-0.022088,-0.0022257,-0.0029984,true,3.9967405894074703,0
0,HG00450,EAS,0,57.0,1.0094703441542592,0.7183919352696767,true,true,-0.20111,0.30961,0.024111,0.073646,0.012353,-0.0022894,0.011399,-0.022088,-0.0022257,-0.0029984,true,0.16676819057333025,0
0,HG00453,EAS,0,54.0,0.4094703441542592,-0.4229006554483785,false,false,-0.19962,0.31291,0.027444,0.075384,0.013703,0.0012299,0.0069687,-0.016641,-9.7849e-5,-0.0041189,true,2.6342010947301326,0
0,HG00453,EAS,0,55.0,0.6094703441542592,0.8985564571772217,false,false,-0.19962,0.31291,0.027444,0.075384,0.013703,0.0012299,0.0069687,-0.016641,-9.7849e-5,-0.0041189,true,3.6334060193275386,0
0,HG00453,EAS,0,56.0,0.8094703441542592,1.2557047465088709,false,false,-0.19962,0.31291,0.027444,0.075384,0.013703,0.0012299,0.0069687,-0.016641,-9.7849e-5,-0.0041189,true,1.9736773696492138,0
0,HG00459,EAS,1,59.0,1.409470344154259,0.4425016094482784,true,true,-0.20014,0.31146,0.027094,0.076689,0.014207,0.0026231,0.0096931,-0.018932,-0.0037059,-0.0041711,true,3.5259941753487603,0
0,HG00459,EAS,1,61.0,1.8094703441542592,0.15540568827613674,true,true,-0.20014,0.31146,0.027094,0.076689,0.014207,0.0026231,0.0096931,-0.018932,-0.0037059,-0.0041711,true,2.1826196919670924,0
0,HG00465,EAS,1,52.0,0.00947034415425918,0.5669829379438118,true,true,-0.20158,0.31467,0.025772,0.076586,0.0067196,0.00087571,0.0082053,-0.019507,0.001383,-0.0029224,true,3.1044241048983783,0
0,HG00474,EAS,1,48.0,-0.7905296558457409,-1.226742167622439,true,true,-0.19778,0.31623,0.028901,0.074621,0.0092887,0.00098577,0.0085142,-0.018297,0.0011275,0.0017727,true,5.156521213613761,0
0,HG00474,EAS,1,49.0,-0.5905296558457408,-0.19804385495063767,true,true,-0.19778,0.31623,0.028901,0.074621,0.0092887,0.00098577,0.0085142,-0.018297,0.0011275,0.0017727,true,2.756671839379376,0
0,HG00474,EAS,1,50.0,-0.39052965584574084,-0.2849603735327926,true,true,-0.19778,0.31623,0.028901,0.074621,0.0092887,0.00098577,0.0085142,-0.018297,0.0011275,0.0017727,true,2.6378399643492823,0
0,HG00474,EAS,1,51.0,-0.19052965584574083,-0.2262227431466574,true,true,-0.19778,0.31623,0.028901,0.074621,0.0092887,0.00098577,0.0085142,-0.018297,0.0011275,0.0017727,true,2.5562678097949507,0
0,HG00474,EAS,1,52.0,0.00947034415425918,0.555958838061667,true,true,-0.19778,0.31623,0.028901,0.074621,0.0092887,0.00098577,0.0085142,-0.018297,0.0011275,0.0017727,true,4.312117996533097,0
0,HG00477,EAS,1,56.0,0.8094703441542592,0.43926144218552055,true,false,-0.20163,0.31219,0.033547,0.076408,0.011151,-0.00098495,0.0048306,-0.013948,0.0018407,-0.0031697,true,1.4568352827307531,0
0,HG00480,EAS,1,47.0,-0.9905296558457408,-0.012357608659606683,true,true,-0.19904,0.3134,0.028266,0.078731,0.0072538,0.0021166,0.0074632,-0.01963,0.0020426,-0.0036059,true,4.256662296828494,0
0,HG00480,EAS,1,49.0,-0.5905296558457408,0.029947529836162147,true,true,-0.19904,0.3134,0.028266,0.078731,0.0072538,0.0021166,0.0074632,-0.01963,0.0020426,-0.0036059,true,5.255198191733781,1
0,HG00501,EAS,0,49.0,-0.5905296558457408,-1.405930019642239,true,false,-0.20067,0.31524,0.030299,0.07759,0.010978,-0.0025948,0.005816,-0.014566,-0.002561,-0.0049023,true,6.491009465290842,1
0,HG00502,EAS,1,45.0,-1.3905296558457407,0.8140084813563631,true,true,-0.20123,0.31141,0.027139,0.077645,0.014473,-0.00049525,0.0053654,-0.012298,-0.0043407,-0.0038796,true,0.9378931858650954,0
0,HG00502,EAS,1,46.0,-1.1905296558457408,-0.5544132455480054,true,true,-0.20123,0.31141,0.027139,0.077645,0.014473,-0.00049525,0.0053654,-0.012298,-0.0043407,-0.0038796,true,2.433123953925028,0
0,HG00502,EAS,1,47.0,-0.9905296558457408,-1.3033434346222759,true,true,-0.20123,0.31141,0.027139,0.077645,0.014473,-0.00049525,0.0053654,-0.012298,-0.0043407,-0.0038796,true,4.7861473478316565,0
